,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptoms_5
2032,Psoriasis, joint_pain, skin_peeling, silver_like_dusting, small_dents_in_nails,
2033,Psoriasis, skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails,
2034,Psoriasis, skin_rash, joint_pain, silver_like_dusting, small_dents_in_nails,
2035,Psoriasis, skin_rash, joint_pain, skin_peeling, small_dents_in_nails,
2036,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting,
2037,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting,
2038,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting,
2039,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting,
2040,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
2041,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
2042,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
2043,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
2044,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
2045,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
2046,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
2047,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
2048,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
2049,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
2050,Fungal infection,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
2051,Fungal infection, skin_rash, nodal_skin_eruptions, dischromic _patches,,
2052,Fungal infection,itching, nodal_skin_eruptions, dischromic _patches,,
2053,Fungal infection,itching, skin_rash, dischromic _patches,,
2054,Fungal infection,itching, skin_rash, nodal_skin_eruptions,,
2055,Fungal infection, skin_rash, nodal_skin_eruptions, dischromic _patches,,
2056,Fungal infection,itching, nodal_skin_eruptions, dischromic _patches,,
2057,Fungal infection,itching, skin_rash, dischromic _patches,,
2058,Fungal infection,itching, skin_rash, nodal_skin_eruptions,,
2059,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches,
2060,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,redness_of_eyes
2061,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,redness_of_eyes
2062,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,redness_of_eyes
2063,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,redness_of_eyes
2064,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,redness_of_eyes
2065,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,redness_of_eyes
2066,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,redness_of_eyes
2067,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,redness_of_eyes
2068,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,redness_of_eyes
2069,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes,redness_of_eyes
2070,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting,indigestion
2071,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting,indigestion
2072,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting,indigestion
2073,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting,indigestion
2074,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting,indigestion
2075,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting,indigestion
2076,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting,indigestion
2077,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting,indigestion
2078,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting,indigestion
2079,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting,indigestion
2080,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea,
2081,Chronic cholestasis, vomiting, yellowish_skin, nausea, loss_of_appetite,
2082,Chronic cholestasis,itching, yellowish_skin, nausea, loss_of_appetite,
2083,Chronic cholestasis,itching, vomiting, nausea, loss_of_appetite,
2084,Chronic cholestasis,itching, vomiting, yellowish_skin, loss_of_appetite,
2085,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea,
2086,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea,
2087,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea,
2088,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea,
2089,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea,
2090,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition,
2091,Drug Reaction,itching, stomach_pain, burning_micturition, spotting_ urination,
2092,Drug Reaction,itching, skin_rash, burning_micturition, spotting_ urination,
2093,Drug Reaction,itching, skin_rash, stomach_pain, spotting_ urination,
2094,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition,
2095,Drug Reaction, skin_rash, stomach_pain, burning_micturition, spotting_ urination,
2096,Drug Reaction,itching, stomach_pain, burning_micturition, spotting_ urination,
2097,Drug Reaction,itching, skin_rash, burning_micturition, spotting_ urination,
2098,Drug Reaction,itching, skin_rash, stomach_pain, spotting_ urination,
2099,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition,
2100,Peptic ulcer diseae, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases,
2101,Peptic ulcer diseae, vomiting, indigestion, abdominal_pain, passage_of_gases,
2102,Peptic ulcer diseae, indigestion, loss_of_appetite, abdominal_pain, passage_of_gases,
2103,Peptic ulcer diseae, vomiting, loss_of_appetite, abdominal_pain, passage_of_gases,
2104,Peptic ulcer diseae, vomiting, indigestion, abdominal_pain, passage_of_gases,
2105,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, passage_of_gases,
2106,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain,
2107,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain,
2108,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain,
2109,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain,
2110,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,
2111,AIDS, patches_in_throat, high_fever, extra_marital_contacts,,
2112,AIDS, muscle_wasting, high_fever, extra_marital_contacts,,
2113,AIDS, muscle_wasting, patches_in_throat, extra_marital_contacts,,
2114,AIDS, muscle_wasting, patches_in_throat, high_fever,,
2115,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,
2116,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts,
2117,AIDS, patches_in_throat, high_fever, extra_marital_contacts,,
2118,AIDS, muscle_wasting, high_fever, extra_marital_contacts,,
2119,AIDS, muscle_wasting, patches_in_throat, high_fever,,
2120,Diabetes , fatigue, weight_loss, restlessness, lethargy,
2121,Diabetes , fatigue, weight_loss, restlessness, lethargy,
2122,Diabetes , weight_loss, restlessness, lethargy, irregular_sugar_level,
2123,Diabetes , fatigue, restlessness, lethargy, irregular_sugar_level,
2124,Diabetes , fatigue, weight_loss, lethargy, irregular_sugar_level,
2125,Diabetes , fatigue, weight_loss, restlessness, irregular_sugar_level,
2126,Diabetes , fatigue, weight_loss, restlessness, lethargy,
2127,Diabetes , fatigue, weight_loss, restlessness, lethargy,
2128,Diabetes , fatigue, weight_loss, restlessness, lethargy,
2129,Diabetes , fatigue, weight_loss, restlessness, lethargy,
2130,Gastroenteritis,diarrhoea, vomiting, abdominal_pain, dehydration, nausea
2131,Gastroenteritis,diarrhoea, vomiting, abdominal_pain, dehydration, nausea
2132,Gastroenteritis,diarrhoea, vomiting, abdominal_pain, dehydration, nausea
2133,Gastroenteritis,diarrhoea, vomiting, abdominal_pain, dehydration, nausea
2134,Gastroenteritis,diarrhoea, vomiting, abdominal_pain, dehydration, nausea
2135,Gastroenteritis, vomiting, sunken_eyes, dehydration,,
2136,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,
2137,Gastroenteritis, sunken_eyes, dehydration, diarrhoea,,
2138,Gastroenteritis, vomiting, dehydration, diarrhoea,,
2139,Gastroenteritis, vomiting, sunken_eyes, diarrhoea,,
2140,Bronchial Asthma, fatigue, cough, high_fever, breathlessness,
2141,Bronchial Asthma, cough, high_fever, breathlessness, family_history,
2142,Bronchial Asthma, fatigue, high_fever, breathlessness, family_history,
2143,Bronchial Asthma, fatigue, cough, breathlessness, family_history,
2144,Bronchial Asthma, fatigue, cough, high_fever, family_history,
2145,Bronchial Asthma, fatigue, cough, high_fever, breathlessness,
2146,Bronchial Asthma, fatigue, cough, high_fever, breathlessness,
2147,Bronchial Asthma, fatigue, cough, high_fever, breathlessness,
2148,Bronchial Asthma, cough, high_fever, breathlessness, family_history,
2149,Bronchial Asthma, fatigue, high_fever, breathlessness, family_history,
2150,Hypertension , headache, chest_pain, dizziness, loss_of_balance,
2151,Hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration,
2152,Hypertension , headache, dizziness, loss_of_balance, lack_of_concentration,
2153,Hypertension , headache, chest_pain, loss_of_balance, lack_of_concentration,
2154,Hypertension , headache, chest_pain, dizziness, lack_of_concentration,
2155,Hypertension , headache, chest_pain, dizziness, loss_of_balance,
2156,Hypertension , headache, chest_pain, dizziness, loss_of_balance,
2157,Hypertension , chest_pain, dizziness, loss_of_balance, lack_of_concentration,
2158,Hypertension , headache, dizziness, loss_of_balance, lack_of_concentration,
2159,Hypertension , headache, chest_pain, loss_of_balance, lack_of_concentration,
2160,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision,
2161,Migraine, indigestion, headache, blurred_and_distorted_vision, excessive_hunger,
2162,Migraine, acidity, headache, blurred_and_distorted_vision, excessive_hunger,
2163,Migraine, acidity, indigestion, blurred_and_distorted_vision, excessive_hunger,
2164,Migraine, acidity, indigestion, headache, excessive_hunger,
2165,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision,
2166,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision,
2167,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision,
2168,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision,
2169,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision,
2170,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness,
2171,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness,
2172,Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance,
2173,Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance,
2174,Cervical spondylosis, back_pain, weakness_in_limbs, dizziness, loss_of_balance,
2175,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, loss_of_balance,
2176,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness,
2177,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness,
2178,Cervical spondylosis, weakness_in_limbs, neck_pain, dizziness, loss_of_balance,
2179,Cervical spondylosis, back_pain, neck_pain, dizziness, loss_of_balance,
2180,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,
2181,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,
2182,Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,,
2183,Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,,
2184,Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,,
2185,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side,,
2186,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium,
2187,Paralysis (brain hemorrhage), headache, weakness_of_one_body_side, altered_sensorium,,
2188,Paralysis (brain hemorrhage), vomiting, weakness_of_one_body_side, altered_sensorium,,
2189,Paralysis (brain hemorrhage), vomiting, headache, altered_sensorium,,
2190,Jaundice,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, loss_of_appetite
2191,Jaundice,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, loss_of_appetite
2192,Jaundice,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, loss_of_appetite
2193,Jaundice,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, loss_of_appetite
2194,Jaundice,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, loss_of_appetite
2195,Jaundice,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, loss_of_appetite
2196,Jaundice,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, loss_of_appetite
2197,Jaundice,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, loss_of_appetite
2198,Jaundice,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, loss_of_appetite
2199,Jaundice,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, loss_of_appetite
2200,Malaria,high_fever, chills, shivering, sweating, nausea
2201,Malaria,high_fever, chills, shivering, sweating, nausea
2202,Malaria,high_fever, chills, shivering, sweating, nausea
2203,Malaria,high_fever, chills, shivering, sweating, nausea
2204,Malaria,high_fever, chills, shivering, sweating, nausea
2205,Malaria,high_fever, chills, shivering, sweating, nausea
2206,Malaria,high_fever, chills, shivering, sweating, nausea
2207,Malaria,high_fever, chills, shivering, sweating, nausea
2208,Malaria,high_fever, chills, shivering, sweating, nausea
2209,Malaria,high_fever, chills, shivering, sweating, nausea
2210,Chicken pox,itching, skin_rash, fatigue, lethargy,
2211,Chicken pox, skin_rash, fatigue, lethargy, high_fever,
2212,Chicken pox,itching, fatigue, lethargy, high_fever,
2213,Chicken pox,itching, skin_rash, lethargy, high_fever,
2214,Chicken pox,itching, skin_rash, fatigue, high_fever,
2215,Chicken pox,itching, skin_rash, fatigue, lethargy,
2216,Chicken pox,itching, skin_rash, fatigue, lethargy,
2217,Chicken pox,itching, skin_rash, fatigue, lethargy,
2218,Chicken pox,itching, skin_rash, fatigue, lethargy,
2219,Chicken pox,itching, skin_rash, fatigue, lethargy,
2220,Dengue, skin_rash, chills, joint_pain, vomiting,
2221,Dengue, skin_rash, chills, joint_pain, vomiting,
2222,Dengue, skin_rash, chills, joint_pain, vomiting,
2223,Dengue, skin_rash, chills, joint_pain, vomiting,
2224,Dengue, chills, joint_pain, vomiting, fatigue,
2225,Dengue, skin_rash, joint_pain, vomiting, fatigue,
2226,Dengue, skin_rash, chills, vomiting, fatigue,
2227,Dengue, skin_rash, chills, joint_pain, fatigue,
2228,Dengue, skin_rash, chills, joint_pain, vomiting,
2229,Dengue, skin_rash, chills, joint_pain, vomiting,
2230,Typhoid,loss_of_appetite,malaise, fatigue, high_fever,weakness_in_limbs
2231,Typhoid,loss_of_appetite,malaise, fatigue, high_fever,weakness_in_limbs
2232,Typhoid,loss_of_appetite,malaise, fatigue, high_fever,weakness_in_limbs
2233,Typhoid,loss_of_appetite,malaise, fatigue, high_fever,weakness_in_limbs
2234,Typhoid,loss_of_appetite,malaise, fatigue, high_fever,weakness_in_limbs
2235,Typhoid,loss_of_appetite,malaise, fatigue, high_fever,weakness_in_limbs
2236,Typhoid,loss_of_appetite,malaise, fatigue, high_fever,weakness_in_limbs
2237,Typhoid,loss_of_appetite,malaise, fatigue, high_fever,weakness_in_limbs
2238,Typhoid,loss_of_appetite,malaise, fatigue, high_fever,weakness_in_limbs
2239,Typhoid,loss_of_appetite,malaise, fatigue, high_fever,weakness_in_limbs
2240,hepatitis A, yellowish_skin, dark_urine, vomiting, loss_of_appetite, fatigue
2241,hepatitis A, yellowish_skin, dark_urine, vomiting, loss_of_appetite, fatigue
2242,hepatitis A, yellowish_skin, dark_urine, vomiting, loss_of_appetite, fatigue
2243,hepatitis A, yellowish_skin, dark_urine, vomiting, loss_of_appetite, fatigue
2244,hepatitis A, yellowish_skin, dark_urine, vomiting, loss_of_appetite, fatigue
2245,hepatitis A, yellowish_skin, dark_urine, vomiting, loss_of_appetite, fatigue
2246,hepatitis A, yellowish_skin, dark_urine, vomiting, loss_of_appetite, fatigue
2247,hepatitis A, yellowish_skin, dark_urine, vomiting, loss_of_appetite, fatigue
2248,hepatitis A, yellowish_skin, dark_urine, vomiting, loss_of_appetite, fatigue
2249,hepatitis A, yellowish_skin, dark_urine, vomiting, loss_of_appetite, fatigue
2250,Hepatitis B,yellowing_of_eyes, yellowish_skin, dark_urine, abdominal_pain, fatigue
2251,Hepatitis B,yellowing_of_eyes, yellowish_skin, dark_urine, abdominal_pain, fatigue
2252,Hepatitis B,yellowing_of_eyes, yellowish_skin, dark_urine, abdominal_pain, fatigue
2253,Hepatitis B,yellowing_of_eyes, yellowish_skin, dark_urine, abdominal_pain, fatigue
2254,Hepatitis B,yellowing_of_eyes, yellowish_skin, dark_urine, abdominal_pain, fatigue
2255,Hepatitis B,yellowing_of_eyes, yellowish_skin, dark_urine, abdominal_pain, fatigue
2256,Hepatitis B,yellowing_of_eyes, yellowish_skin, dark_urine, abdominal_pain, fatigue
2257,Hepatitis B,yellowing_of_eyes, yellowish_skin, dark_urine, abdominal_pain, fatigue
2258,Hepatitis B,yellowing_of_eyes, yellowish_skin, dark_urine, abdominal_pain, fatigue
2259,Hepatitis B,yellowing_of_eyes, yellowish_skin, dark_urine, abdominal_pain, fatigue
